fid,X,Y,area_no,name,type,era,year,place_1,place_2,detail,note_1,note_2,note_3,area,surveyed,description,photo,public_relations,confirmed,primary_image,height,width,depth,shape,material,inscription,statue_height,color,contradiction,need_action,status
"1049",139.5920560107,36.2657045542,"70",上新田釈迦堂不動明王(1),明王像,不明,,大島町,上新田,釈迦堂内,東向き,,,大島,,,,,FALSE,,52,,,立像,木造,不明,,,,,
"1050",139.5920829912,36.2657054799,"71",上新田釈迦堂不動明王(2),明王像,不明,,大島町,上新田,釈迦堂内,,,,大島,,,,,FALSE,,61,,,立像,木造,不明,,,,,
"1051",139.5921105457,36.2657073313,"72",上新田釈迦堂聖観音菩薩,菩薩像,不明,,大島町,上新田,釈迦堂内,東向き,,,大島,,,,,FALSE,,58,,,蓮台上に座像,木造,不明,,,,,
"1052",139.5921363781,36.2657064056,"73",上新田釈迦堂釈迦如来,如来像,不明,,大島町,上新田,釈迦堂内,東向き,,,大島,,,,,FALSE,,110,,,蓮台上に座像,木造,不明,,,,,
"1053",139.5921616364,36.2657064056,"74",上新田釈迦堂普賢菩薩,,不明,,大島町,上新田,釈迦堂内,,,,大島,,,,,FALSE,,62,,,象上の蓮台に座像,木造,不明,,,,,
"1054",139.5839262767,36.2656543351,"3",本郷釈迦如来,如来像,延宝5年,"1677",大島町,本郷,大島分館裏,北向き,,,大島,,,,,FALSE,,166,,,舟型背面 立像浮彫,石造,"千日供養仏
施主 西岡村 細谷村 大荷場村
   大曲村
   同(西岡) 新田村 除川村
   観音村 四谷村
   千塚村 正儀内村 寄居村
   北大嶋村 田谷村 細内村
   新田村 新田村 (2つ重なりママ)
延宝五丁巳暦二月廿九日 敬白",,,,,
"1055",139.5838918335,36.2656543351,"4",本郷聖観音菩薩,菩薩像,延宝4年,"1676",大島町,本郷,大島分館裏,北向き,,,大島,,,,,FALSE,,173,,,舟型背面 立像浮彫,石造,"念仏供養 諸衆敬白
于時 延宝四丙辰年今月今日",,,,,
"1056",139.5838562423,36.2656524837,"5",本郷如意輪観音,如意輪観音像,享保5年,"1720",大島町,本郷,大島分館裏,北向き,,,大島,,,,,FALSE,,140,,,舟型背面 座像浮彫,石造,"奉造立念仏供養仏
享保五庚子年十一月吉日
北大島村 女中衆 敬白",,,,,
"1057",139.5838229472,36.2656506323,"6",本郷明暦地蔵菩薩,地蔵菩薩像,明暦2年,"1656",大島町,本郷,大島分館裏,北向き,本郷 大島分館裏に存在する石仏で一番古いもの,,大島,,,,,FALSE,,50,,,舟型背面、浮彫立像,石造,"明暦二年丙[申]
 以下略",,,,,
"1058",139.5837916613,36.2656504009,"7",本郷延宝地蔵菩薩,地蔵菩薩像,延宝元年,"1673",大島町,本郷,大島分館裏,北向き,,,大島,,,,,FALSE,,137,,,舟型背面 立像浮彫,石造,"阿闍利浄心栄誉 木不生位
 旹延宝元丑暦九月廿一日",,,,,
"1059",139.583766116,36.2656506323,"2",本郷地蔵菩薩,地蔵菩薩像,不明,,大島町,本郷,大島分館裏,北向き,,,大島,,,,,FALSE,,129,,,蓮台上に立像,石造,不明,,,,,
"1060",139.5802563579,36.2645930153,"58",山王地蔵菩薩,地蔵菩薩像,宝暦8年,"1758",大島町,山王,地蔵堂内,日限地蔵菩薩,,,大島,2021/8/10,,,,TRUE,"453",147,,,蓮台に坐像,銅造,"開眼導師
法印慈観 吉祥寺一代
供養仏
奉納経日本西国六十六部
別当吉祥寺
願主 西岸
施主 惣邑中
宝暦八年歳戊寅 春二月二十四日
上野国邑楽郡大島邑(以下略)",,,,,
"1061",139.5802207667,36.2634108742,"42",吉祥寺阿弥陀如来,如来像,延宝4年,"1767",大島町,山王,吉祥寺境内,西向き,,,大島,,,,,FALSE,,145,,,舟型背面 立像浮彫,石造,"  延宝四天丙辰二月吉日
諸衆 敬白",126,,,,
"1062",139.5802448769,36.263598796,"39",吉祥寺不動明王,明王像,不明,,大島町,山王,吉祥寺,本尊大日如来前に立っている 南向き,戦後修理1回,,大島,,,,,FALSE,,,40,,立像,木造,不明,,,,,
"1063",139.5802540617,36.2636339734,"38",吉祥寺大日如来,如来像,不明,,大島町,山王,吉祥寺,吉祥寺本尊 南向き,,,大島,,,,,FALSE,,143.5,,,舟型光背 座像,銅造,奉納者名多数(略),,,,,
"1064",139.5808660019,36.2578128179,"39",田谷観音堂聖観音菩薩,菩薩像,大正年間,1912～1926,田谷町,,観音堂,観音堂の本尊,年代は小倉藤悦氏の話より、以前の本尊は明治初期の火災で消失したらしい,,郷谷,,,,,FALSE,,108,,,立像,銅造,なし,,,,,
"1065",139.5809061856,36.2578146695,"40",田谷観音堂観音菩薩座像,,不明,,田谷町,,観音堂,,小倉藤悦氏によると、当観音菩薩が元の観音堂の本尊ではないかと言われている,,郷谷,,,,,FALSE,,8.5,,,座像,銅造,"(御厨子に)
昭和十九年四月七日 蓮見磯吉氏観音堂裏の堀ざらいの時発見
昭和十九年八月十日入仏(要旨)",,,,,
"1066",139.5741746504,36.260031136,"87",明善寺大日如来,如来像,不明,,大島町,寄居,明善寺,明善寺本尊,,,大島,,,,,FALSE,,158,,,座像,木造,不明,63,,,,
"1067",139.5741959286,36.2600618245,"88",明善寺不動明王,明王像,不明,,大島町,寄居,明善寺,,,,大島,,,,,FALSE,,166,,,立像,木造,不明,97,,,,
"1068",139.5743534204,36.2600032128,"90",明善寺阿弥陀如来,如来像,享保11年,"1726",大島町,寄居,明善寺境内,,,,大島,,,,,FALSE,,170,,,蓮台上に坐像,石造,"奉読誦一切経供養仏
享保十一年十二月吉日",76,,,,
"1069",139.5765946487,36.2603120509,"82",寄居不動明王,明王像,不明,,大島町,寄居,荒井守一家,,,,大島,,,,,FALSE,,44,,,立像,木造,不明,,,,,
"1071",139.566189478,36.2633353691,"111",春昌寺六地蔵菩薩,地蔵菩薩像,不明,,大島町,正儀内,春昌寺境内,北向き,,,大島,,,,,FALSE,,59,,,柱型背面 立像浮彫,石造,なし,,,,,
"1072",139.5661792271,36.2633150813,"112",春昌寺地蔵菩薩,地蔵菩薩像,正徳4年,"1714",大島町,正儀内,春昌寺境内,東向き,,,大島,,,,,FALSE,,229,,,蓮台上に立像,石造,"有縁無縁 為 三界万霊
正徳四甲午年月日
施主惣村中",123,,,,
"1073",139.6022056921,36.2517216121,"25",観音堂青面金剛三猿庚申,庚申,享保20年,"1735",大島町,観音,観音堂境内,東向き,境内内移動1回,,大島,2021/8/10,,,,TRUE,"420",107,46,30,舟型 像青面金剛 三猿浮彫,石造,享保元年丙申十二月吉日 当村中施主敬白,,,,,
"1074",139.6022028964,36.2517388968,"24",観音堂松の木下庚申,庚申,萬延元年,"1860",大島町,観音,観音堂境内,東向き,,,大島,,,,,FALSE,,99.5,33,,柱型 文字,石造,"庚申塔 村中 萬延元庚申季十月吉日
   セハ人 浜野仔右ェ門
上劦邑楽郡北大島村観音 小倉佐五兵ェ
    峯木宗左ェ門
    小倉 七良平",,,,,
"1075",139.5960426951,36.2647030731,"12",岡里二猿庚申,庚申,寛文5年,"1665",大島町,岡里,岡里墓地,見猿 聞か猿浮彫 南向き,境内より移動,,大島,,,,,FALSE,,,,,柱型 笠 二猿,石造,"寛文五乙巳年 施主
[種子]奉供養庚申待之正堂□□□
  八月七日 敬白",,,,,
"1076",139.5943223768,36.2662080357,"19",岡里青面金剛三猿庚申,庚申,元禄15年,"1702",大島町,岡里,,鳥居あり 東向き,,,大島,2021/8/10,,,,TRUE,"422",110,45,30,舟型 像青面金剛 三猿浮彫,石造,"奉供養庚申如意満尼之所 願主
元禄十五壬午九月吉日□□□□□",,,,,
"1077",139.5960825099,36.2631209595,"9",岡里倉持家屋敷庚申,庚申,萬延元年,"1860",大島町,岡里,,南向き,,,大島,2021/8/10,,,,TRUE,"424",80,42,8.7,碑型 文字,石造,"萬延元季庚申十月吉日
庚申 下新田中",,,,,
"1078",139.5920109845,36.2655642824,"75",上新田釈迦堂青面金剛,庚申,元文3年,"1738",大島町,上新田,釈迦堂境内,東向き,,,大島,2021/8/10,,,,TRUE,"414",141,36,27,蓮台 柱型 文字,石造,"青面金剛
上野国邑楽郡当村中
青面金剛
元文三戊午十一 吉日",,,,,
"1079",139.5920095124,36.2654467471,"76",上新田釈迦堂萬延庚申,庚申,萬延元年,"1860",大島町,上新田,釈迦堂境内,東向き,,,大島,,,,,FALSE,,62,24.5,18,柱型 文字,石造,"庚申 萬延元庚申季十月吉日
上劦邑楽郡上新田村",,,,,
"1080",139.5834295875,36.2656484488,"8",本郷青面金剛,庚申,享保18年,"1733",大島町,本郷,本郷天満宮前,東向き,,,大島,2021/8/10,,,,TRUE,"428",260,51,53,柱型 笠 文字 二猿,石造,"南無青面金剛 享保十八年癸丑歳十月大吉日
  施主 当村中",,,,,
"1082",139.5803386429,36.2636998248,"43",寿永運八郎之碑,,明治38年,"1905",大島町,,吉祥寺境内,,,,大島,,,,,FALSE,,282,95,11,,,,,,,,
"1083",139.5808515877,36.2644642247,"29",山王小熊家猿田彦大神,庚申,不明,,大島町,山王,小熊家屋敷,,,,大島,,,,,FALSE,,44.5,20,12.7,柱型,石造,猿田彦大神(他に刻なし),,,,,
"1085",139.5960404844,36.2648410527,"20",飯河忠信の墓,,明治13年,"1880",大島町,岡里,共同墓地,,,,大島,,@,,Dec-17,FALSE,,147,72,10,,,,,,,,
"1086",139.5741799013,36.2600708406,"92",明善寺庚申,庚申,宝永7年,"1710",大島町,寄居,明善寺境内,舟型背面、青面金剛、三猿浮彫,,,大島,,,,,FALSE,,,,,,,,,,,,
"1087",139.5773010346,36.2607492663,"81",寄居笠原家屋敷庚申,庚申,寛政12年,"1800",大島町,寄居,,,,,大島,,,,,FALSE,,60,25,16.5,柱型 文字,石造,□庚申 寛政十二歳 冬□□□□□,,,,,
"1088",139.5763281271,36.2605508898,"83",寄居大出家庚申,庚申,大正10年,"1921",大島町,寄居,大出喜市家屋敷,南向き,,,大島,,,,,FALSE,,96.5,31,26,柱型,石造,庚申塔 大正十年旧八月廿九日 大出氏,,,,,
"1094",139.566343711,36.2648556977,"117",正儀内寛政庚申,庚申,寛政12年,"1800",大島町,正儀内,大関家角,,,,大島,,,,,FALSE,,98.5,26.5,15,柱型 文字,石造,庚申塔 寛政十二年庚申十月吉日 村中,,,,,
"1095",139.5661610578,36.2632687548,"110",春昌寺萬延庚申,庚申,萬延元年,"1860",大島町,正儀内,春昌寺境内,,,,大島,,,,,FALSE,,202,90,25,自然石 碑型,石造,庚申 萬延元年庚申十月之吉梧岡陽書 村中,,,,,
"1096",139.5606991703,36.2610212818,"124",正儀内新田恩田家庚申,庚申,明治41年,"1908",大島町,正儀内新田,,東向き,,,大島,,,,,FALSE,,55,24,21.5,柱型 文字,石造,"庚申塔 明治四十一年七月二日立之
代々長命祈 願主 恩田和吉",,,,,
"1097",139.5667220639,36.2635430157,"118",正儀内板碑型庚申,庚申,大正2年,"1913",大島町,正儀内,岩上家屋敷,南向き,,,大島,,,,,FALSE,,46,20,,緑泥片岩,石造,庚申 大正二年三月吉日岩上七彌立,,,,,
"1098",139.5662626353,36.2623896106,"121",正儀内猿彦大神,,大正14年,"1915",大島町,正儀内,,南向き,,,大島,,,,,FALSE,,31,19.5,15,柱型,石造,"猿彦大神 大正十四年三月十四日
吉住喜一郎立",,,,,
"1099",139.5661685131,36.2632882912,"113",春昌寺三猿庚申,庚申,不明,,大島町,正儀内,春昌寺境内,西向き,,,大島,,,,,FALSE,,134.5,51,35,舟型 像 青面金剛 三猿,石造,不明,,,,,
"1100",139.5616236187,36.2608183974,"123",正儀内新田三猿庚申,庚申,不明,,大島町,正儀内新田,松本茂平治宅東,西向き,,,大島,2021/8/10,,,,TRUE,"441",124,41,27,舟型 像 青面金剛 三猿浮彫,石造,,,,,,
"1101",139.6022210713,36.2515911093,"21",観音堂峯木家馬頭観世音,馬頭観世音,嘉永4年,"1851",大島町,観音,観音堂境内,,,,大島,2021/8/10,,,,TRUE,"442",62.5,25.5,17,柱型 台石なし ,石造,"馬頭観世音 嘉永四年亥八月吉日
峯木宗左ェ門",,,,,
"1102",139.5963044683,36.2661357196,"10",岡里関沢家馬頭観世音,馬頭観世音,明和9年,"1934",大島町,岡里,岡里堤防,,,,大島,,,,,FALSE,,69.5,32,4.5,碑型,石造,"寛政四壬子七月十日
中村氏",,,,,
"1103",139.5944032238,36.2655206027,"13",岡里小林家馬頭観世音,馬頭観世音,昭和25年,"1950",大島町,岡里,小林安二郎家屋敷,,,,大島,2021/8/10,,,,TRUE,"443",92.5,47,10,碑型,石造,"馬頭観世音
馬名 金花号 昭和二十五年七月廿八日二才
馬名 春駒号 昭和二十六年□月廿四日三才
施主 小林徳次郎",,,,,
"1104",139.5920106602,36.265665974,"65",上新田釈迦堂中村家馬頭観世音,馬頭観世音,寛政4年,"1792",大島町,上新田,釈迦堂境内,観音像の頭上部に馬頭の像あり,数少ない馬頭観世音である,,大島,2021/8/10,,,,TRUE,"419",78.5,27.4,17.2,柱型,石造,"寛政四壬子七月十日
中村氏",,,,,
"1105",139.5920095124,36.2654819237,"67",上新田釈迦堂文久馬頭観世音,馬頭観世音,文久2年,"1862",大島町,上新田,釈迦堂境内,欠損箇所が多い,,,大島,,,,,FALSE,,48,23.5,14,柱型,石造,"文久二年十月□□日
施主 □□□",,,,,
"1106",139.5920097283,36.2655239634,"66",上新田釈迦堂松島家馬頭観世音,馬頭観世音,明治19年,"1886",大島町,上新田,釈迦堂境内,,,,大島,2021/8/10,,,,TRUE,"418",89,28.7,27,柱型,石造,"馬頭観世音
応智量盛信士
応 明治十九年二月廿日
馬 同 十九年十二月廿九日
施主 松島常次郎",,,,,
"1107",139.584976086,36.2648052863,"1",本郷神村家馬頭観世音,馬頭観世音,昭和6年,"1931",大島町,本郷,神村家屋敷,,,,大島,,,,,FALSE,,39,23,10,柱型,石造,"馬頭観世音 昭和六年二月三日
神村健三郎",,,,,
"1108",139.5807676089,36.2649796077,"56",山王高山家馬頭観世音,馬頭観世音,文政10年,"1827",大島町,山王,高山家屋敷,,,,大島,,,,,FALSE,,60,28.6,17,柱型,石造,"馬頭観世音 文政十年丁亥五月十日
施主 高山伊右ェ門",,,,,
"1109",139.5807135585,36.2665094118,"54",山王堤防馬頭観世音,馬頭観世音,明治30年,1897年,大島町,山王,山王堤防,,,,大島,,,,,FALSE,,,,,柱型,石造,"馬頭観世音 □明治二十七八年為日清戦争陸軍馬匹依徴
発左記之馬種被撰用困為紀念干慈刻之
鹿毛馬持主 高山吉次郎 青木茂次郎
河原毛持主 神村浅七
明治三十年十二月 建設
  両坪馬持中 村中",,,,,
"1110",139.5824282613,36.2661848193,"57",山王山本家馬頭観世音,馬頭観世音,明治38年,"1905",大島町,山王,山本義一家屋敷,,,,大島,,,,,FALSE,,56,26,11,自然石,石造,"馬頭観世音 明治三十八年五月一日
山本茂八郎立",,,,,
"1111",139.5807061033,36.2663350938,"55",山王青木家馬頭観世音,馬頭観世音,明治45年,"1912",大島町,山王,山王堤防,,,,大島,,,,,FALSE,,184.5,23.5,14.7,柱型,石造,"馬頭観世音 明治三十七・八年 日露戦役徴発馬也
大島村字本郷
馬主 青木兵吉 建立
明治四十五年一月",,,,,
"1112",139.5932252178,36.254845781,"32",田谷谷中馬頭観世音,馬頭観世音,明治13年,"1880",田谷町,谷中,,西向き,土地改良のため南より現在地へ移動する,,郷谷,,,,,FALSE,,181,49,44,柱型 文字,石造,"(表)馬頭観世音
(左)   大出弥十郎
 願 増山源七郎
 主 大出庄次郎
   梅沢 善吉
 願 小池 権六
   小池鉄太郎
 主 山田 鉄也
   蓮見 保蔵
(右)明治十三年庚辰歳
  冬十二月穀旦
   惣 村 中
  竹園新居晋拝書
(以下台石1,2に寄付者名多数あるが略す)",120,,,,
"1113",139.5743877962,36.2599872488,"89",明善寺馬頭観世音,馬頭観世音,明治8年,"1875",大島町,寄居,明善寺境内,,,,大島,,,,,FALSE,,58.5,37,13,自然石,石造,"馬頭観世音 明治八年八月
馬持",,,,,
"1114",139.5763550449,36.2606184496,"84",寄居大出家馬頭観世音,馬頭観世音,昭和15年,"1940",大島町,寄居,大出家屋敷,,,,大島,,,,,FALSE,,67.5,23,15,柱型,石造,馬頭観世音 昭和十五年十一月二日建立,,,,,
"1119",139.5659153938,36.2655262381,"119",正儀内天保馬頭観世音,馬頭観世音,天保9年,"1838",大島町,正儀内,渡良瀬堤防,,,,大島,,,,,FALSE,,46.7,23.5,10.3,柱型,石造,"馬頭観世音 天保九戊戌九月吉日
木村氏",,,,,
"1120",139.5655873637,36.2655502822,"120",正儀内嘉永馬頭観世音,馬頭観世音,嘉永4年,"1851",大島町,正儀内,渡良瀬堤防,,,,大島,,,,,FALSE,,142.5,36,35,柱型 台石二段,石造,"馬頭観世音 嘉永四辛亥年十一月吉日建之
上野国邑楽郡北大島村字正儀内
春昌二十二世代王乗□眼之
惣村中
鳥羽八郎兵衛 村役人
 同 勘蔵 大 光 院
小野嘉左ェ門 関根 又右門
 同 吉右ェ門 久保田 善兵衛
松島仲右ェ門 大塚 源左ェ門
□□藤右ェ門 小野 八兵衛
大関 兼太郎 田村八郎左ェ門
秋山茂左ェ門 稲葉 ふ左ェ門
木村金左ェ門 諏訪 六右ェ門
菊地惣左ェ門 恩田 文右ェ門
恩田 庄兵衛 松本 茂平治
 同 庄三郎  同 卯平治
荒井 源兵衛 亀田 □三郎
      吉住 倉右ェ門
細 井
 阿部保右ェ門
 渡辺 権之門
 岩上彦左ェ門
  同 重右ェ門
梅園村
 岩上 豊俊正",,,,,
"1121",139.6022177022,36.2516643132,"22",観音堂十九夜,月待塔,不明,,大島町,観音,観音堂境内,風化がひどい 東向き 十九夜の文字の上に如意輪観音像がある,,観音堂境内に如意輪観音があるが、刻銘などが異なる,大島,,,,,FALSE,,94,32,29,柱型 台石二段,石造,十九夜 □□中 (他は全く判別できない),,,,,
"1122",139.5959878678,36.2653376745,"16",元善定院十九夜,月待塔,明治24年,"1891",大島町,岡里,元善定院境内,十九夜の文字の上に如意輪観音像がある 小屋の中にある 西向き 絵馬が奉納されている,「北居まつ」とは関沢家の先祖の詩人のペンネームである,,大島,,,,,FALSE,,164,35,32,柱型 台石三段,石造,"十九夜 女人講 当村中
明治二十四年十二月吉日
上劦邑楽郡大島岡里
我おもふ 女の文字は四ッ能角
多ゞ○○と 安く産せよ 北居まつ",,,,,
"1123",139.5920098364,36.2655948305,"68",上新田釈迦堂十九夜念仏供養,月待塔,文化3年,"1806",大島町,上新田,釈迦堂境内,,,,大島,2021/8/10,,,,TRUE,"416",179,42.5,,柱型,石造,"十九夜念仏供養 女人講中
文化三丙寅年十月吉祥日
上列邑楽郡北大島上新田",52,,,,
"1124",139.5802909402,36.2645438034,"59",山王日限地蔵前十九夜,月待塔,嘉永2年,"1849",大島町,山王,日限地蔵前,十九夜の文字の上に如意輪観音の像がある 小屋の中にある 南向き,,,大島,2021/8/10,,,,TRUE,"451",148,44.5,44.5,柱型,石造,"十九夜 女人講中
嘉永二酉年八月吉日建之
上劦邑楽郡大嶋村山王",,,,,
"1126",139.5744208788,36.2599673358,"91",明善寺十九夜,月待塔,明治11年,"1878",大島町,寄居,明善寺境内,十九夜の文字の上に如意輪観音像がある 南向き,,,大島,,,,,FALSE,,151.5,36,34.8,柱型,石造,十九夜 女人講人 世話人村方,,,,,
"1128",139.5406495814,36.2446321711,"296",永仁板碑(大島字山王出土､鈴木晃雄氏旧蔵),,永仁1年,"1293",城町,,館林市第一資料館,出所：山王,"隠刻銘、県史No,160、資料館目録：A-15－11",2013年、市史調査で現存,館林,,,,,FALSE,,58,21.5,,,,,,,,,
"1129",139.5665186663,36.2634291686,"102",春昌寺板碑（1）,,文保3年,"1319",大島町,正儀内,春昌寺,出所：正儀内、華瓶一対,,,大島,,,,,FALSE,,,,,,,,,,,,
"1130",139.5665017038,36.2633518086,"103",春昌寺板碑（2）,,観応2年,"1350",大島町,正儀内,春昌寺,出所：所在地と同じ、三弁宝珠、中房蓮台、光明真言,,,大島,,,,,FALSE,,,,,,,,,,,,
"1131",139.5663971345,36.2632570718,"104",春昌寺板碑（3）,,延文6年,"1361",大島町,正儀内,春昌寺,出所：久保田源次の田、蓮台、華瓶一こ,,,大島,,,,,FALSE,,,,,,,,,,,,
"1132",139.5663293284,36.2632369757,"105",春昌寺板碑（4）,,応安4年,"1371",大島町,正儀内,春昌寺,出所：堀江氏宅、光明真言、下部半分欠,,,大島,,,,,FALSE,,,,,,,,,,,,
"1133",139.5662920185,36.2634009288,"106",春昌寺板碑（5）,,応永26年,"1419",大島町,正儀内,春昌寺,出所：磯が原、蓮台、下部半分欠,,,大島,,,,,FALSE,,,,,,,,,,,,
"1134",139.5803544923,36.2638990562,"35",吉祥寺板碑（1）,,康永3年,"1344",大島町,山王,吉祥寺,出所：山王、華瓶一ヶ頂部欠,,,大島,,,,,FALSE,,,,,,,,,,,,
"1135",139.5803690179,36.263805187,"36",吉祥寺板碑（2）,,康正元年,"1455",大島町,山王,吉祥寺,出所：大島の畑、光明真言、下部欠,,,大島,,,,,FALSE,,,,,,,,,,,,
"1136",139.5802458504,36.2637681983,"37",吉祥寺板碑（3）,,延徳年間,1489～1491,大島町,山王,吉祥寺,出所：不明,,,大島,,,,,FALSE,,,,,,,,,,,,
