入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考①,備考②,備考③,参考文献,地区,調査日,解説,写真,広報,緯度（世界）,経度（世界）,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒
1547,221,阿弥陀如来種子板碑,,不明,,六郷地区,,金子 利政,種子 キリーク,,高幅厚,②,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1455,222,阿弥陀如来種子板碑,,延文2年,1357,六郷地区,,小林 英作,種子 キリーク,,高幅厚,②,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1548,223,阿弥陀如来種子板碑,,不明,,六郷地区,,正田農場,種子 キリーク,,高幅厚,②,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1549,224,釈迦如来種子板碑,,不明,,六郷地区,,正田農場,種子 バク,,高幅厚,②,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1414,225,阿弥陀如来種子板碑,,嘉元2年,1304,六郷地区,,館林中学校,種子 キリーク,,高幅厚,②⑧955,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1417,226,阿弥陀如来種子板碑,,嘉元4年,1306,城町,,館林市第一資料館,種子 キリーク,"館林市第一資料館に移動済み？　隠刻銘、県史No,260、資料館目録：A-35-15",高52幅14.5,②436⑧955,六郷,H25市史,,,,0.00000000 ,0.00000000 ,,,,,,
1418,227,種子不明板碑,,嘉元4年,1306,六郷地区,,館林中学校,,,高幅厚,②⑧955,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1420,228,種子不明板碑,,徳治2年,1307,六郷地区,,館林中学校,,,高幅厚,②⑧955,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1424,229,種子不明板碑,,元応元年,1319,六郷地区,,松島 宮次郎,,,高幅厚,②⑧956,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1425,230,阿弥陀如来種子板碑,,元応2年,1320,六郷地区,,松島 宮次郎,種子 キリーク,,高幅厚,②⑧956,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1429,231,種子不明板碑,,正中2年,1325,六郷地区,,松島 宮次郎,,,高幅厚,②⑧956,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1640,232,社殿改築記念碑,,昭和26年,1951,六郷地区,,長良神社境内,,,高154幅68厚13,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1643,233,御本殿工築竣工記念,,昭和48年,1973,六郷地区,,富士嶽神社境内,,,高90幅32厚34,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1644,234,御山石垣工事竣工記念,,昭和39年,1964,六郷地区,,富士嶽神社境内,,,高75幅35厚35,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1645,235,日露戦役記念碑,,昭和39年,1964,六郷地区,,富士嶽神社境内,,,高302幅112厚16,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1646,236,招魂碑,,昭和29年,1954,六郷地区,,富士嶽神社境内,,,高342幅130厚25,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1647,237,富士登山跣足三度記念の碑,,大正8年,1919,六郷地区,,富士嶽神社境内,,,高196幅82厚16,①,六郷,,,,20/1,0.00000000 ,0.00000000 ,,,,,,
1648,238,伊勢大々御神楽碑,,不詳,,六郷地区,,富士嶽神社境内,,,高145幅96厚15,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1649,239,社務所改築記念の碑,,昭和53年,1978,六郷地区,,富士嶽神社境内,,,高133幅36厚25,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
1650,240,富士登山四拾度大願,,明治34年,1901,六郷地区,,富士嶽神社境内,,,高201幅94厚16,①,六郷,,,,,0.00000000 ,0.00000000 ,,,,,,
630,1,入ヶ谷如意輪観音,,安永4年,1775,入ヶ谷町,,入ヶ谷会館前,像あり,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
637,2,川島弁財天,,寛政9年,1797,上三林町,羽沼,川島 丑蔵,石祠型,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
638,3,文化甲戌弁才天,,文化11年,1814,上三林町,羽沼,川島 丑蔵,厚碑型,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
647,4,延宝舟型聖面金剛,,延宝5年,1677,上三林町,新田,1408-1,舟型背面,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
671,5,北郷萬延庚申,,万延1,1860,上三林町,新田,,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
660,6,大曽根大青面金剛,,明和元年,1764,上三林町,大曽根,休泊堀,柱型、青面,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
672,7,新堀萬延庚申,,万延1,1860,上三林町,大曽根,新堀,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
650,8,新堀元禄青面金剛,,元禄10年,1697,上三林町,大曽根,新堀脇,三猿浮彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
661,9,本郷青面金剛,,明和4年,1767,上三林町,本郷,2114,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
658,10,元文青面金剛,,元文5年,1740,上三林町,,1734,吉間 文一郎,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
594,11,荒川駒型馬頭尊,,明治36年,1903,上三林町,,荒川 清,駒型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
610,12,荒川文字馬頭尊,,昭和10年,1935,上三林町,,荒川 広吉,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
620,13,忠太馬頭尊,,昭和27年,1952,上三林町,,荒川 保男,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
578,14,弘化荒川馬頭尊,,弘化3年,1846,上三林町,,荒川家別墓地,柱型像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
706,15,名蓮社日本回国供養塔,,正徳6年,1716,上三林町,,荒川家別墓地,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
614,16,石川馬頭尊,,昭和17年,1942,上三林町,,石川 吉衛,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
611,17,愛馬神社,,昭和12年,1937,上三林町,,岩瀬 卯三郎,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
579,18,紺屋馬頭尊,,嘉永3年,1850,上三林町,,岩瀬 藤吉,厚碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
600,19,軍馬霊神,,大正8年,1919,上三林町,,岩瀬 藤吉,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
616,20,天勇馬頭尊,,昭和19年,1944,上三林町,,岩瀬 藤吉,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
617,21,仙蔵馬頭尊,,昭和21年,1946,上三林町,,江森 重次,自然石、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
606,22,市太郎馬頭尊,,昭和4年,1929,上三林町,,江森 忠三,自然石、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
641,23,江森碑型弁財天,,昭和5年,1930,上三林町,,江森 忠三,碑型,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
607,24,兵太郎馬頭尊,,昭和4年,1929,上三林町,,江森 博,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
618,25,大塚駒型馬頭尊,,昭和22年,1947,上三林町,,大塚 勝吉,駒型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
556,26,いぼ地蔵尊,立像,正徳6年,1716,上三林町,,小曽根,丸彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
597,27,牛蔵馬頭尊,,大正3年,1914,上三林町,,金子 申,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
609,28,松島馬頭尊,,昭和6年,1931,上三林町,,川島 金一郎,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
686,29,弥陀板碑,,不明,,上三林町,,川島 藤次,出所：所在地と同じ、下部欠,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
684,30,応安板碑,,応安2年,1369,上三林町,,川島 藤次,出所：所在地と同じ、上下共欠,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
587,31,朝鮮事件馬頭尊,,明治27年,1894,上三林町,,川島 陞,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
590,32,愛馬松島の墓,,明治29年,1896,上三林町,,川島 陞,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
596,33,生馬神社霊,,大正3年,1914,上三林町,,休泊堀際,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
586,34,恒三郎馬頭尊,,明治17年,1884,上三林町,,島野 嘉一,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
711,35,佐五兵衛日本廻国供養塔,,享保18年,1733,上三林町,,島野伝一郎方,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
562,36,雷光寺無銘地蔵尊,立像,不明,,上三林町,,釈迦堂墓地,丸彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
563,37,無縁銅佛地蔵尊,立像,不明,,上三林町,,釈迦堂墓地,銅製,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
557,38,十九夜念佛地蔵尊,立像,享保3年,1718,上三林町,,十九夜堂,丸彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
627,39,十九夜堂如意輪観音,,宝暦3年,1753,上三林町,,十九夜堂内,像あり,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
645,40,無銘丸彫大黒天,,不明,,上三林町,,十九夜堂内,丸彫像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
663,41,十九夜駒型庚申,,寛政2年,1790,上三林町,,十九夜堂内,駒型、庚申,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
580,42,嘉永道標馬頭尊,道標,嘉永7年,1854,上三林町,,十九夜堂前,柱型、文字（兼道標）,,高幅厚,②498④⑧774,三野谷,,@,,15/9,0.00000000 ,0.00000000 ,,,,,,
613,43,北館号馬頭尊,,昭和14年,1939,上三林町,,十九夜堂前,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
549,44,真観寺大日如来,,天保11年,1840,上三林町,,真観寺,碑型、文字、如来,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
552,45,真観寺本尊聖観音,丸彫立像,不明,,上三林町,,真観寺,木造,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
555,46,大日地蔵尊,立像,正徳3年,1713,上三林町,,真観寺,丸彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
558,47,享保念佛地蔵尊,立像,享保3年,1718,上三林町,,真観寺,丸彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
565,48,真観寺六地蔵尊,,不明,,上三林町,,真観寺,舟型背面、浮彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
670,49,碑型萬延庚申,,万延1,1860,上三林町,,真観寺,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
644,50,真観寺大黒天,,元治元年,1864,上三林町,,真観寺境内,柱型,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
665,51,駒型寛政庚申,,寛政12年,1800,上三林町,,真観寺境内,駒型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
707,52,秀範三千部供養塔,,正徳6年,1716,上三林町,,真観寺境内,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
713,53,十兵衛日本廻国供養塔,,享保20年,1735,上三林町,,真観寺境内,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
646,54,真観寺三猿青面金剛,,延宝元年,1673,上三林町,,真観寺墓地,三猿青面金剛,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
655,55,真観寺青面金剛,,元文5年,1740,上三林町,,真観寺墓地内,駒型、青面文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
570,56,明和舟型馬頭尊,,明和3年,1766,上三林町,,真観寺前,舟型背面像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
574,57,江森馬頭尊,,寛政3年,1791,上三林町,,真観寺前,舟型背面像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
576,58,久右ェ門馬頭尊,,天保2年,1831,上三林町,,真観寺前,舟型背面像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
585,59,明治文字馬頭尊,,明治12年,1879,上三林町,,真観寺前,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
588,60,日清戦争馬頭尊,,明治28年,1895,上三林町,,真観寺前,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
593,61,岩瀬馬頭尊,,明治35年,1902,上三林町,,真観寺前,舟型背面像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
599,62,治平馬頭尊,,大正7年,1918,上三林町,,真観寺前,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
612,63,日支事変馬頭尊,,昭和14年,1939,上三林町,,真観寺前,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1701,64,報国碑,,大正3年,1914,上三林町,,真観寺北側,,,高270幅104厚19,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1702,65,凱旋紀念碑,,明治29年,1896,上三林町,,真観寺北側,,,高217幅167厚13,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1703,66,彰魂碑,,昭和28年,1953,上三林町,,真観寺北側,,,高483幅157厚30,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1704,67,上三林土地改良竣工記念碑,,昭和43年,1968,上三林町,,農協三野谷事業所南,,,高258幅109厚16,①171,三野谷,,@,,18/9,0.00000000 ,0.00000000 ,,,,,,
1705,68,興家碑,,昭和50年,1975,上三林町,,岩瀬則太郎氏宅地内,,,高84幅57厚12,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1706,69,岩瀬家再興の記,,明治32年,1899,上三林町,,岩瀬きく子氏宅地内,,,高118幅75厚4,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
591,70,今井馬頭尊,,明治30年,1897,上三林町,,新田,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
604,71,鞍之丞碑型馬頭尊,,大正14年,1925,上三林町,,須永 久吉,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
598,72,須永馬頭神社,,大正3年,1914,上三林町,,須永 政雄,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
603,73,和四郎馬頭尊,,大正13年,1924,上三林町,,樽見 登吉,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
567,74,寛保四疋馬頭尊,,寛保2年,1742,上三林町,,本郷沼際,舟型背面像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
685,75,文明弥陀板碑(三野谷公民館寄贈),,文明4年,1472,城町,,館林市第一資料館,出所：三野谷分館,"「日阿」摩滅　隠刻銘、県史No,1853、資料館目録：A-25-10",高48幅16,②460④,三野谷,H25市史,,,,0.00000000 ,0.00000000 ,,,,,,
589,76,生馬神社璽,,明治28年,1895,上三林町,,茂木 刻男,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
715,77,現光日本回国供養塔,,宝暦11年,1761,上三林町,,山野井寅夫方,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
595,78,日清・日露戦役馬頭尊,,明治41年,1908,上三林町,,吉間 作重,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
547,79,雷光寺薬師如来,丸彫座像,不明,,上三林町,,雷光寺,木造,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
551,80,雷光寺聖観音,丸彫立像,不明,,上三林町,,雷光寺,木造,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
554,81,宥聖地蔵尊,立像,元禄14年,1701,上三林町,,雷光寺,舟型背面、浮彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
634,82,雷光寺本尊,,不明,,上三林町,,雷光寺,木像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
696,83,雷光寺宝篋印塔（1）,,正徳4年,1714,上三林町,,雷光寺,塔身のみ,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
697,84,雷光寺宝篋印塔（2）,,明和4年,1767,上三林町,,雷光寺,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
569,85,寛延馬頭尊,,寛延4年,1751,上三林町,,雷光寺境内,舟型背面像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
572,86,六忠馬頭尊,,明和6年,1769,上三林町,,雷光寺境内,舟型背面像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
582,87,安政道標馬頭尊,道標,安政5年,1858,上三林町,,雷光寺境内,柱型、文字（兼道標）,,高幅厚,②498④⑧774,三野谷,,@,,15/3,0.00000000 ,0.00000000 ,,,,,,
584,88,荒川馬頭尊,,文久3年,1863,上三林町,,雷光寺境内,駒型、文字（下半欠）,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
626,89,ひつじ馬頭尊,,不明,,上三林町,,雷光寺境内,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
628,90,雷光寺如意輪観音,,宝暦4年,1754,上三林町,,雷光寺境内,柱型,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
651,91,上三林元禄庚申,,元禄13年,1700,上三林町,,雷光寺境内,三猿浮彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
704,92,上三林道標,道標,不明,,上三林町,,雷光寺境内,柱型,,高幅厚,②498④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
708,93,理玄日本回国供養塔,,正徳6年,1716,上三林町,,雷光寺境内,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
712,94,浄栄日本廻国供養塔,,享保20年,1735,上三林町,,雷光寺境内,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1688,95,山野井祐三郎の碑,,昭和6年,1931,上三林町,,雷光寺境内,,,高228幅100厚10,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1689,96,薬師堂修理記念碑,,昭和43年,1968,上三林町,,雷光寺境内,,,高124幅58厚10,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1690,97,雷光寺改装寄付連名の碑,,昭和33年,1958,上三林町,,雷光寺境内,,,高123幅61厚11,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
656,98,雷光寺大青面金剛,,元文5年,1740,上三林町,,雷光寺山門脇,三猿浮彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
632,99,慶範二十二夜待供養尊,,天明2年,1782,上三林町,,雷光寺墓地,像あり,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
575,100,清水や馬頭尊,,享和元年,1801,上三林町,,雷光寺前,柱型文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
703,101,上三林雷電神社入口道標,道標,昭和7年,1932,上三林町,,雷電神社入口,柱型,,高幅厚,②498④,三野谷,,@,,14/9,0.00000000 ,0.00000000 ,,,,,,
1691,102,雷電神社改築記念碑,,昭和41年,1966,上三林町,,雷電神社境内,,,高179幅77厚12,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1692,103,雷電神社修繕寄附人名?,,大正2年,1913,上三林町,,雷電神社境内,,,高133幅65厚7,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1693,104,雷電神社修繕寄附人名?,,大正12年,1923,上三林町,,雷電神社境内,,,高183幅70厚9,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1694,105,雷電神社再建寄附者連名碑,,明治11年,1878,上三林町,,雷電神社境内,,,高152幅88厚10,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1695,106,雷電神社修繕記念の碑,,昭和54年,1979,上三林町,,雷電神社境内,,,高97幅45厚8,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1696,107,雷電神社中殿寄附者連名碑,,明治25年,1892,上三林町,,雷電神社境内,,,高113幅75厚18,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1697,108,敬神碑（扶桑教）,,昭和11年,1936,上三林町,,雷電神社境内,,,高220幅8厚14,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1698,109,御大典記念,,昭和3年,1928,上三林町,,雷電神社境内,,,高147幅75厚9,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1699,110,伊勢太々神楽奉納敷石碑,,大正2年,1913,上三林町,,雷電神社境内,,,高97幅48厚11,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
1700,111,雷電神社敷石修繕記念,,昭和60年,1985,上三林町,,雷電神社境内,,,高67幅50厚5,①,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
636,112,宝暦浮彫弁財天,,宝暦11年,1761,上三林町,,雷電神社参道脇,舟型背面像、浮彫,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
640,113,弘化丙午弁天,,弘化3年,1846,上三林町,,雷電神社参道脇,石祠型、屋根一部欠,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
642,114,石川氏弁才天,,不明,,上三林町,,雷電神社参道脇,石祠型、身一部欠,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
643,115,石祠型二氏弁才天,,不明,,上三林町,,雷電神社参道脇,石祠型,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
721,116,本郷水神宮,,明治2年,1869,上三林町 ,,,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
676,117,吉田家猿田彦大神,,不明,,下三林町,下耕地,790-3,駒型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
635,118,舟戸不動明王,,安永8年,1779,下三林町,舟戸,,石像,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
723,119,舟戸柱型水神宮,,大正14年,1925,下三林町,舟戸,,,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
602,120,弥太郎馬頭尊,,大正8年,1919,下三林町,,荻原 金雄,柱型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
623,121,荻原碑型馬頭尊,,昭和30年,1955,下三林町,,荻原 秀雄,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
622,122,利市郎馬頭尊,,昭和28年,1953,下三林町,,川島 小平治,碑型、文字,,高幅厚,④,三野谷,,,,,0.00000000 ,0.00000000 ,,,,,,
